,source,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3143,city scrape,43.0,2.0,1.0,1.0,1.0,463.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,17,47,77,77,15.0,5.0,0.0,4.53,4.67,30.0,2.0,27.0,0.0,0.56
3144,city scrape,3.0,2.0,1.0,1.0,1.0,450.0,12.0,1125.0,12.0,12.0,1125.0,1125.0,12.0,1125.0,15,34,64,134,18.0,0.8,0.0,4.94,5.0,2.0,0.0,2.0,0.0,0.66
3145,city scrape,1.0,4.0,1.0,1.0,3.0,1171.0,2.0,15.0,2.0,2.0,15.0,15.0,2.0,15.0,3,9,9,284,9.0,5.0,0.0,4.33,4.44,1.0,1.0,0.0,0.0,0.45
3146,city scrape,1.0,2.0,1.0,1.0,3.0,1436.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,15,15,280,3.0,0.0,0.0,4.67,4.67,1.0,1.0,0.0,0.0,0.12
3147,city scrape,155.0,2.0,1.0,1.0,2.0,921.0,30.0,180.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,5,35,65,65,0.0,0.0,0.0,4.99,5.0,85.0,19.0,66.0,0.0,0.6
3148,city scrape,1.0,1.0,1.0,1.0,1.0,879.0,4.0,365.0,4.0,4.0,365.0,365.0,4.0,365.0,19,49,79,354,2.3,7.0,0.0,4.99,5.0,1.0,0.0,1.0,0.0,0.6
3149,city scrape,30.0,2.0,1.0,1.0,1.0,815.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,4,20,43,126,15.0,3.0,0.0,4.87,4.93,25.0,0.0,23.0,0.0,0.56
3150,previous scrape,30.0,4.0,1.0,1.0,2.0,603.5,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,9,29,56,143,2.3,0.8,0.0,4.58,4.64,25.0,0.0,23.0,0.0,1.27
3151,city scrape,10.0,3.0,1.0,1.0,2.0,603.5,30.0,365.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.8,4.65,5.0,5.0,0.0,0.0,0.77
3152,city scrape,1.0,2.0,1.0,1.0,1.3,603.5,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,269,0.0,0.0,0.0,4.8,4.65,1.0,1.0,0.0,0.0,0.77
3153,city scrape,30.0,4.0,1.0,1.0,2.0,961.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,6,15,30,112,20.0,5.0,0.0,4.8,4.65,25.0,0.0,23.0,0.0,0.77
3154,previous scrape,10.0,4.0,1.0,1.0,2.0,820.0,30.0,365.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.88,4.82,5.0,5.0,0.0,0.0,0.65
3155,city scrape,30.0,3.0,1.0,1.0,2.0,820.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,7,21,40,126,17.0,0.8,0.0,4.88,4.82,25.0,0.0,23.0,0.0,0.65
3156,city scrape,1.0,4.0,1.0,1.0,2.0,1200.0,3.0,365.0,3.0,3.0,365.0,365.0,3.0,365.0,8,12,42,312,8.0,2.0,0.0,4.88,5.0,1.0,1.0,0.0,0.0,0.33
3157,city scrape,10.0,2.0,1.0,1.0,3.0,1064.0,14.8,365.0,2.0,16.0,365.0,365.0,15.2,365.0,17,17,17,228,8.0,4.0,0.0,4.63,4.38,1.0,1.0,0.0,0.0,0.32
3158,city scrape,3.0,4.0,1.0,1.0,2.0,603.5,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,16,24,24,59,19.0,0.8,0.0,4.95,4.95,1.0,1.0,0.0,0.0,0.82
3159,city scrape,1.0,2.0,1.0,1.0,1.0,564.0,4.0,30.0,4.0,25.0,1125.0,1125.0,5.8,1125.0,0,1,11,42,17.0,0.8,0.0,4.94,5.0,1.0,1.0,0.0,0.0,0.7
3160,city scrape,2.0,2.0,1.0,1.0,1.0,336.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,29,59,89,364,0.0,0.0,0.0,5.0,4.67,1.0,0.0,1.0,0.0,0.19
3161,city scrape,43.0,1.0,1.0,1.0,1.0,271.0,14.0,365.0,14.0,14.0,365.0,365.0,14.0,365.0,2,32,62,242,3.0,2.0,0.0,5.0,4.67,30.0,2.0,27.0,0.0,0.19
3162,city scrape,1.0,2.0,1.0,1.0,1.0,603.5,3.0,30.0,3.0,3.0,30.0,30.0,3.0,30.0,1,1,1,93,7.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.27
3163,previous scrape,10.0,4.0,1.0,1.0,2.0,800.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,0.0,0.0,0.0,5.0,4.7,6.0,6.0,0.0,0.0,1.0
3164,city scrape,2.0,1.0,1.0,1.0,2.0,800.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,89,363,1.0,1.0,0.0,5.0,4.7,1.0,0.0,1.0,0.0,1.0
3165,previous scrape,10.0,2.0,1.0,1.0,2.0,936.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,2,2,2,0.0,0.0,0.0,4.33,4.33,6.0,6.0,0.0,0.0,0.11
3166,city scrape,3.0,3.0,1.0,1.0,2.0,936.0,2.0,365.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,13,43,73,73,3.0,2.0,0.0,4.33,4.33,1.0,1.0,0.0,0.0,0.11
3167,city scrape,14.0,2.0,1.0,1.0,1.0,834.0,4.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,10,10,10,277,2.3,0.8,0.0,4.71,4.71,3.0,3.0,0.0,0.0,1.08
3168,previous scrape,3.0,2.0,1.0,1.0,0.0,557.0,3.0,730.0,3.0,3.0,730.0,730.0,3.0,730.0,0,0,0,0,2.3,0.8,0.0,4.82,4.86,1.0,1.0,0.0,0.0,0.82
3169,city scrape,35.0,4.0,1.0,1.0,0.0,557.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,90,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.12
3170,previous scrape,10.0,4.0,1.0,1.0,1.0,603.5,30.0,1125.0,30.0,16.0,1125.0,1125.0,31.0,1125.0,10,10,10,10,0.0,0.0,0.0,5.0,5.0,6.0,6.0,0.0,0.0,0.12
3171,city scrape,10.0,2.0,1.0,1.0,1.0,603.5,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,270,0.0,0.0,0.0,5.0,5.0,4.0,4.0,0.0,0.0,0.12
3172,city scrape,10.0,2.0,1.0,1.0,1.0,603.5,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,3.0,2.0,0.0,5.0,5.0,4.0,4.0,0.0,0.0,0.12
3173,city scrape,2.0,4.0,1.0,1.0,2.0,2000.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,1,1,1,80,4.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.16
3174,previous scrape,155.0,1.0,1.0,1.0,1.0,740.0,14.8,365.0,14.3,16.0,1125.0,1125.0,15.2,1125.0,0,0,0,0,0.0,0.0,0.0,4.67,4.67,85.0,19.0,66.0,0.0,0.13
3175,city scrape,30.0,2.0,1.0,1.0,1.0,740.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,7,21,40,126,3.0,0.0,0.0,4.67,4.67,25.0,0.0,23.0,0.0,0.13
3176,city scrape,111.0,2.0,1.0,1.0,1.0,1483.0,1.0,365.0,1.0,2.0,360.0,1125.0,1.0,361.7,27,57,87,361,4.0,1.0,0.0,4.75,4.75,66.0,20.0,46.0,0.0,0.17
3177,city scrape,1.0,4.0,1.0,1.0,2.0,603.5,5.0,30.0,5.0,5.0,30.0,30.0,5.0,30.0,13,43,73,253,2.3,0.8,0.0,5.0,4.78,1.0,1.0,0.0,0.0,0.98
3178,city scrape,1.0,4.0,1.0,1.0,3.0,1314.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,11,20,43,295,2.3,0.8,0.0,4.98,4.94,1.0,1.0,0.0,0.0,0.6
3179,city scrape,19.0,2.0,1.0,1.0,1.0,225.0,28.0,365.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,0,0,0,110,13.0,4.0,0.0,4.69,4.62,13.0,0.0,13.0,0.0,0.49
3180,city scrape,4.0,3.0,1.0,1.0,1.0,1050.0,3.0,365.0,1.0,3.0,365.0,365.0,3.0,365.0,0,4,4,255,7.0,2.0,0.0,4.86,5.0,1.0,1.0,0.0,0.0,0.41
3181,city scrape,1.0,2.0,1.0,1.0,1.0,500.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,30,60,90,90,1.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.1
3182,city scrape,10.0,2.0,1.0,1.0,1.0,649.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,22,50,77,178,18.0,3.0,0.0,3.78,3.89,3.0,0.0,3.0,0.0,0.7
3183,city scrape,1.0,2.0,1.0,1.0,1.0,794.0,7.0,30.0,7.0,7.0,30.0,30.0,7.0,30.0,0,13,16,16,9.0,3.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.35
3184,city scrape,10.0,2.0,1.0,1.0,1.0,603.5,30.0,365.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,90,0.0,0.0,0.0,4.8,4.6,5.0,5.0,0.0,0.0,0.2
3185,city scrape,19.0,2.0,1.0,1.0,1.0,227.0,28.0,365.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,3,3,24,299,5.0,3.0,0.0,4.8,4.6,13.0,0.0,13.0,0.0,0.2
3186,city scrape,19.0,2.0,1.0,1.0,1.0,145.0,28.0,365.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,0,0,0,204,15.0,2.0,0.0,4.4,4.4,13.0,0.0,13.0,0.0,0.58
3187,city scrape,19.0,2.0,1.0,1.0,2.0,250.0,28.0,365.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,28,58,88,268,11.0,1.0,0.0,4.36,4.45,13.0,0.0,13.0,0.0,0.43
3188,previous scrape,3.0,4.0,1.0,1.0,1.0,411.0,8.0,20.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,0,1.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.05
3189,city scrape,3.0,2.0,1.0,1.0,1.0,411.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,25,55,85,85,2.3,0.8,0.0,4.22,4.47,2.0,2.0,0.0,0.0,1.96
3190,previous scrape,10.0,2.0,1.0,1.0,3.0,1200.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,2.0,0.0,0.0,5.0,5.0,6.0,6.0,0.0,0.0,0.09
3191,city scrape,3.0,2.0,1.0,1.0,3.0,1200.0,1.0,7.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,22,22,22,22,2.3,0.8,0.0,4.56,4.49,2.0,2.0,0.0,0.0,1.73
3192,city scrape,71.0,2.0,1.0,1.0,3.0,1200.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,28,58,88,98,5.0,2.0,0.0,5.0,5.0,65.0,7.7,0.0,0.0,0.21
3193,city scrape,19.0,2.0,1.0,1.0,1.0,200.0,28.0,365.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,9,24,54,234,6.0,1.0,0.0,4.5,3.83,13.0,0.0,13.0,0.0,0.24
3194,previous scrape,3.0,2.0,1.0,1.0,1.0,1586.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,0,0,0,0,2.3,0.8,0.0,4.71,4.82,2.0,2.0,0.0,0.0,1.39
3195,previous scrape,2.0,2.0,1.0,1.0,1.0,1586.0,3.0,730.0,3.0,3.0,730.0,730.0,3.0,730.0,0,0,0,0,5.0,2.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.21
3196,city scrape,35.0,4.0,1.0,1.0,1.0,1586.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,26,56,86,361,1.0,0.0,0.0,5.0,5.0,30.0,30.0,0.0,0.0,0.04
3197,previous scrape,1.0,4.0,1.0,1.0,1.0,1500.0,4.0,30.0,4.0,4.0,30.0,30.0,4.0,30.0,0,0,0,0,2.0,2.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.17
3198,city scrape,1.0,2.0,1.0,1.0,1.0,1500.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,4,4,4,13.0,4.0,0.0,5.0,4.85,1.0,1.0,0.0,0.0,0.53
3199,city scrape,1.0,4.0,1.0,1.0,3.0,1035.0,29.0,60.0,9.0,29.0,60.0,60.0,28.3,60.0,12,25,39,180,20.0,3.0,0.0,4.9,4.9,1.0,1.0,0.0,0.0,0.81
3200,previous scrape,1.0,4.0,1.0,1.0,1.0,1258.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,1,1,1,2.3,0.8,0.0,4.62,4.79,1.0,1.0,0.0,0.0,1.61
3201,city scrape,2.0,2.0,1.0,1.0,1.0,1258.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,11,41,316,10.0,0.0,0.0,4.3,4.6,1.0,1.0,0.0,0.0,0.47
3202,city scrape,1.0,4.0,1.0,1.0,3.0,1800.0,28.0,45.0,28.0,28.0,45.0,45.0,28.0,45.0,29,59,89,364,12.0,6.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.48
3203,city scrape,40.0,4.0,1.0,1.0,3.0,499.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,4,34,64,339,1.0,1.0,0.0,4.0,5.0,39.0,39.0,0.0,0.0,0.12
3204,city scrape,2.0,4.0,1.0,1.0,1.3,780.0,14.0,365.0,14.0,14.0,365.0,365.0,14.0,365.0,6,8,11,187,15.0,0.8,0.0,4.6,4.53,2.0,2.0,0.0,0.0,0.7
3205,city scrape,3.0,2.0,1.0,1.0,1.0,757.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,24,29,29,29,2.3,0.8,0.0,4.67,4.65,2.0,2.0,0.0,0.0,1.97
3206,city scrape,16.0,2.0,1.0,1.0,1.0,1250.0,1.0,14.0,1.0,1.0,14.0,14.0,1.0,14.0,29,59,89,364,0.0,0.0,0.0,4.75,5.0,3.0,3.0,0.0,0.0,0.16
3207,city scrape,30.0,2.0,1.0,1.0,1.0,675.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,4,20,35,119,4.0,0.0,0.0,4.75,5.0,25.0,0.0,23.0,0.0,0.16
3208,city scrape,1.0,4.0,1.0,1.0,2.0,603.5,3.0,21.0,3.0,3.0,21.0,21.0,3.0,21.0,2,4,4,185,5.0,4.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.21
3209,previous scrape,43.0,1.0,1.0,1.0,1.0,1506.0,7.0,365.0,7.0,7.0,365.0,365.0,7.0,365.0,4,26,56,331,7.0,3.0,0.0,3.71,4.29,30.0,2.0,27.0,0.0,0.28
3210,previous scrape,52.0,2.0,1.0,1.0,1.0,1506.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,16,43,72,344,5.0,0.0,0.0,4.4,4.6,3.0,0.0,3.0,0.0,0.2
3211,city scrape,2.0,4.0,1.0,1.0,1.0,1506.0,28.0,730.0,1.0,28.0,730.0,730.0,27.9,730.0,2,2,9,284,2.3,0.8,0.0,4.88,4.82,1.0,1.0,0.0,0.0,1.37
3212,city scrape,2.0,3.0,1.0,1.0,3.0,1250.0,14.8,365.0,14.3,16.0,365.0,365.0,15.2,365.0,29,59,89,364,0.0,0.0,0.0,4.71,4.9,2.0,2.0,0.0,0.0,0.84
3213,previous scrape,2.0,4.0,1.0,1.0,1.3,765.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,23,53,83,358,0.0,0.0,0.0,4.71,4.9,2.0,0.0,2.0,0.0,0.84
3214,city scrape,9.0,2.0,1.0,1.0,1.3,765.0,28.0,200.0,6.0,28.0,200.0,200.0,27.1,200.0,16,16,16,215,2.3,0.8,0.0,4.71,4.9,2.0,2.0,0.0,0.0,0.84
3215,city scrape,155.0,1.0,1.0,1.0,1.0,396.0,30.0,180.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,12,42,72,162,0.0,0.0,0.0,4.68,4.68,85.0,19.0,66.0,0.0,0.84
3216,previous scrape,3.0,2.0,1.0,1.0,1.0,647.0,7.0,28.0,3.0,3.0,28.0,28.0,3.0,28.0,27,38,38,38,0.0,0.0,0.0,4.68,4.68,1.0,0.0,1.0,0.0,0.84
3217,city scrape,18.0,2.0,1.0,1.0,1.0,647.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,25,54,84,84,19.0,0.8,0.0,4.68,4.68,14.0,2.0,12.0,0.0,0.84
3218,city scrape,155.0,1.0,1.0,1.0,1.0,431.0,30.0,360.0,30.0,30.0,360.0,360.0,30.0,360.0,0,0,0,80,0.0,0.0,0.0,4.6,4.6,85.0,19.0,66.0,0.0,2.0
3219,city scrape,18.0,2.0,1.0,1.0,1.0,603.5,7.0,28.0,3.0,3.0,28.0,28.0,3.0,28.0,20,31,31,31,0.0,0.0,0.0,4.6,4.6,6.0,6.0,0.0,0.0,2.0
3220,city scrape,18.0,2.0,1.0,1.0,1.0,603.5,7.0,28.0,3.0,3.0,28.0,28.0,3.0,28.0,0,0,0,0,0.0,0.0,0.0,4.6,4.6,6.0,6.0,0.0,0.0,2.0
3221,city scrape,1.0,2.0,1.0,1.0,1.0,793.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,9,22,52,70,2.3,0.8,0.0,4.6,4.6,1.0,1.0,0.0,0.0,2.0
3222,previous scrape,155.0,1.0,1.0,1.0,1.0,384.0,30.0,180.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,0.0,0.0,0.0,5.0,5.0,85.0,19.0,66.0,0.0,0.11
3223,city scrape,155.0,1.0,1.0,1.0,1.0,384.0,30.0,360.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,110,2.0,0.0,0.0,5.0,5.0,85.0,19.0,66.0,0.0,0.11
3224,city scrape,2.0,2.0,1.0,1.0,1.0,1036.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,12,12,12,12,3.0,1.0,0.0,4.33,4.7,2.0,2.0,0.0,0.0,0.2
3225,previous scrape,1.0,4.0,1.0,1.0,2.0,1543.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,1,1,1,14.0,3.0,0.0,4.71,4.86,1.0,1.0,0.0,0.0,0.58
3226,previous scrape,1.0,4.0,1.0,1.0,2.0,1543.0,3.0,21.0,1.0,3.0,21.0,21.0,1.1,21.0,2,2,2,2,5.0,2.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.21
3227,city scrape,4.0,3.0,1.0,1.0,2.0,1543.0,30.0,300.0,3.0,29.0,300.0,300.0,23.8,300.0,18,29,59,149,9.0,0.8,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.77
3228,city scrape,1.0,2.0,1.0,1.0,1.0,807.0,3.0,365.0,3.0,3.0,365.0,365.0,3.0,365.0,11,38,47,47,13.0,0.8,0.0,5.0,4.77,1.0,1.0,0.0,0.0,0.53
3229,city scrape,35.0,4.0,1.0,1.0,2.0,1050.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,6,36,66,341,15.0,3.0,0.0,4.4,4.2,30.0,30.0,0.0,0.0,0.63
3230,city scrape,4.0,4.0,1.0,1.0,2.0,1216.0,21.0,365.0,6.0,21.0,365.0,365.0,20.0,365.0,9,21,24,263,8.0,7.0,0.0,4.75,4.75,4.0,4.0,0.0,0.0,0.64
3231,previous scrape,19.0,2.0,1.0,1.0,1.3,1950.0,28.0,365.0,28.0,28.0,1125.0,1125.0,28.0,1125.0,0,0,0,0,7.0,1.0,0.0,4.86,4.29,13.0,0.0,13.0,0.0,0.29
3232,city scrape,1.0,2.0,1.0,1.0,1.3,1950.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,89,364,0.0,0.0,0.0,5.0,4.85,1.0,1.0,0.0,0.0,0.61
3233,city scrape,2.0,2.0,1.0,1.0,3.0,1743.0,28.0,365.0,5.0,14.0,365.0,365.0,6.8,365.0,13,21,21,176,13.0,0.0,0.0,5.0,4.85,1.0,1.0,0.0,0.0,0.61
3234,city scrape,111.0,2.0,1.0,1.0,2.0,1554.0,1.0,365.0,1.0,2.0,360.0,1125.0,1.0,361.7,24,54,82,356,7.0,5.0,0.0,4.57,4.71,66.0,20.0,46.0,0.0,0.34
3235,previous scrape,1.0,2.0,1.0,1.0,1.3,1800.0,1.0,31.0,1.0,1.0,31.0,31.0,1.0,31.0,30,60,90,90,10.0,0.0,0.0,4.5,4.3,1.0,0.0,1.0,0.0,0.41
3236,city scrape,1.0,2.0,1.0,1.0,1.3,1800.0,4.0,365.0,4.0,4.0,365.0,365.0,4.0,365.0,0,0,0,82,2.3,0.8,0.0,5.0,4.96,1.0,1.0,0.0,0.0,1.03
3237,city scrape,35.0,4.0,1.0,1.0,2.0,1693.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,22,52,82,357,2.0,0.0,0.0,4.7,4.7,30.0,30.0,0.0,0.0,0.08
3238,city scrape,30.0,1.0,1.0,1.0,1.3,226.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,6,27,48,277,2.3,0.8,0.0,4.81,4.83,25.0,0.0,23.0,0.0,1.99
3239,city scrape,2.0,3.0,1.0,1.0,1.0,603.5,3.0,365.0,3.0,3.0,365.0,365.0,3.0,365.0,28,58,88,363,2.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.13
3240,city scrape,132.1,2.0,1.0,1.0,1.0,981.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.95,5.0,135.0,7.7,0.0,0.0,0.87
3241,city scrape,132.1,2.0,1.0,1.0,1.0,550.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,0.0,0.0,0.0,4.95,5.0,135.0,7.7,0.0,0.0,0.87
3242,city scrape,1.0,2.0,1.0,1.0,2.0,603.5,1.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,29,59,89,364,0.0,0.0,0.0,4.95,5.0,1.0,1.0,0.0,0.0,0.87
3243,previous scrape,1.0,2.0,1.0,1.0,1.0,450.0,3.0,60.0,3.0,3.0,60.0,60.0,3.0,60.0,0,0,0,0,19.0,0.8,0.0,4.95,5.0,1.0,1.0,0.0,0.0,0.87
3244,city scrape,2.0,2.0,1.0,1.0,1.0,450.0,1.0,30.0,2.0,2.0,30.0,30.0,2.0,30.0,23,44,44,44,2.3,0.8,0.0,4.94,4.94,1.0,0.0,1.0,0.0,2.03
3245,city scrape,26.0,1.0,1.0,1.0,1.3,308.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,7,23,53,320,2.3,0.8,0.0,4.92,4.88,19.0,1.0,0.0,0.0,2.18
3246,city scrape,2.0,4.0,1.0,1.0,1.0,1149.0,5.0,730.0,4.0,11.0,1125.0,1125.0,5.4,1125.0,30,60,69,69,2.3,0.8,0.0,4.6,4.63,1.0,1.0,0.0,0.0,1.57
3247,city scrape,104.0,2.0,1.0,1.0,0.0,1684.0,5.0,365.0,2.0,5.0,365.0,365.0,4.9,365.0,14,26,50,234,5.0,4.0,0.0,5.0,5.0,91.0,40.0,51.0,0.0,0.36
3248,city scrape,3.0,2.0,1.0,1.0,1.0,603.5,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,29,59,89,364,0.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,0.0,0.14
3249,city scrape,104.0,1.0,1.0,1.0,1.0,210.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,11,31,61,336,3.0,0.0,0.0,5.0,5.0,91.0,40.0,51.0,0.0,0.14
3250,city scrape,104.0,1.0,1.0,1.0,1.0,199.0,28.0,365.0,28.0,30.0,365.0,365.0,29.3,365.0,1,24,54,329,1.0,1.0,0.0,5.0,5.0,91.0,40.0,51.0,0.0,0.09
3251,city scrape,104.0,1.0,1.0,1.0,1.0,300.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,0,0,0,0,0.0,0.0,0.0,5.0,5.0,91.0,40.0,51.0,0.0,0.19
3252,previous scrape,10.0,2.0,1.0,1.0,1.0,300.0,30.0,1125.0,30.0,16.0,1125.0,1125.0,31.0,1125.0,10,10,10,10,1.0,1.0,0.0,5.0,5.0,6.0,6.0,0.0,0.0,0.19
3253,city scrape,79.0,1.0,1.0,1.0,1.0,300.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,20,50,80,355,1.0,0.0,0.0,5.0,5.0,9.0,0.0,9.0,0.0,0.06
3254,previous scrape,5.0,2.0,1.0,1.0,1.0,350.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,0,0,0,0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,0.06
3255,city scrape,104.0,2.0,1.0,1.0,1.0,350.0,30.0,200.0,30.0,30.0,200.0,200.0,30.0,200.0,30,60,90,365,0.0,0.0,0.0,4.0,5.0,91.0,40.0,51.0,0.0,0.06
3256,city scrape,104.0,1.0,1.0,1.0,1.0,275.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,253,1.0,0.0,0.0,4.0,5.0,91.0,40.0,51.0,0.0,0.06
3257,city scrape,104.0,1.0,1.0,1.0,1.0,289.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,10,10,10,275,0.0,0.0,0.0,4.5,5.0,91.0,40.0,51.0,0.0,0.81
3258,city scrape,104.0,1.0,1.0,1.0,1.0,350.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,30,60,90,365,2.0,2.0,0.0,4.5,5.0,91.0,40.0,51.0,0.0,0.81
3259,city scrape,104.0,1.0,1.0,1.0,1.0,290.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,30,60,90,365,0.0,0.0,0.0,4.31,4.15,91.0,40.0,51.0,0.0,0.57
3260,city scrape,104.0,2.0,1.0,1.0,1.0,310.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,30,60,90,365,0.0,0.0,0.0,4.31,4.15,91.0,40.0,51.0,0.0,0.57
3261,city scrape,104.0,1.0,1.0,1.0,1.0,320.0,28.0,365.0,28.0,28.0,365.0,365.0,28.0,365.0,19,49,79,132,0.0,0.0,0.0,4.31,4.15,91.0,40.0,51.0,0.0,0.57
3262,city scrape,65.0,2.0,1.0,1.0,1.0,300.0,14.8,365.0,14.3,16.0,365.0,365.0,15.2,365.0,29,59,89,364,0.0,0.0,0.0,4.31,4.15,63.0,21.0,42.0,0.0,0.57
